article_id,outlet,entity_type,sentence_resolved,description_phrase,extraction_method,token_span
WSJ_0002,WSJ,shooter,"Writing in Time magazine about the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago, I called the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago an evil act; I said that the shooter himself, a man named Hamilton, was evil.",the shooter,pos,236-247
WSJ_0002,WSJ,shooter,But what does it matter whether we say that the gunman was evil?,say,dep,35-38
WSJ_0002,WSJ,shooter,But what does it matter whether we say that the gunman was evil?,the gunman,pos,44-54
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",had purchased weapons,dep,74-133
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",old,dep,28-31
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",old recent birthday,pos,179-240
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",the shooter,pos,61-72
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",two AR-15 style semiautomatic weapons,pos,96-133
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",the rifle,pos,252-261
WSJ_0004,WSJ,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter, recent birthday, including the rifle used in the shooting, according to officials.",the shooting,pos,270-282
WSJ_0005,WSJ,shooter,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.",to enter classroom,dep,93-115
WSJ_0005,WSJ,shooter,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.",had locked,dep,133-143
WSJ_0005,WSJ,shooter,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.",the mass shooting,pos,24-41
WSJ_0005,WSJ,shooter,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.",the gunman,pos,122-132
WSJ_0005,WSJ,shooter,"The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said.",regarding,dep,19-28
WSJ_0005,WSJ,shooter,"The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said.",came in,dep,41-48
WSJ_0005,WSJ,shooter,"The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said.",arrived,dep,100-107
WSJ_0005,WSJ,shooter,"The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said.",barricaded,dep,124-134
WSJ_0005,WSJ,shooter,"The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said.",first call,pos,4-18
WSJ_0005,WSJ,shooter,"The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said.",the shooter,pos,29-40
WSJ_0005,WSJ,shooter,"A Border Patrol tactical team ultimately did so, and killed the shooter, at 12:50 p.m., the director of the Texas Department of Public Safety said.",killed shooter,dep,53-71
WSJ_0005,WSJ,shooter,"A Border Patrol tactical team ultimately did so, and killed the shooter, at 12:50 p.m., the director of the Texas Department of Public Safety said.",the shooter,pos,60-71
WSJ_0005,WSJ,shooter,"""The on scene commander at that time believed the classroom where the gunman had locked himself had transitioned from an active shooter to a barricaded subject,"" Mr. McCraw said.",had locked,dep,77-87
WSJ_0005,WSJ,shooter,"""The on scene commander at that time believed the classroom where the gunman had locked himself had transitioned from an active shooter to a barricaded subject,"" Mr. McCraw said.",had transitioned,dep,96-112
WSJ_0005,WSJ,shooter,"""The on scene commander at that time believed the classroom where the gunman had locked himself had transitioned from an active shooter to a barricaded subject,"" Mr. McCraw said.",active shooter,pos,121-135
WSJ_0005,WSJ,shooter,"""The on scene commander at that time believed the classroom where the gunman had locked himself had transitioned from an active shooter to a barricaded subject,"" Mr. McCraw said.",the gunman,pos,66-76
WSJ_0005,WSJ,shooter,"""The on scene commander at that time believed the classroom where the gunman had locked himself had transitioned from an active shooter to a barricaded subject,"" Mr. McCraw said.",an active shooter,pos,118-135
WSJ_0005,WSJ,shooter,"""Obviously, based upon the information we have, children in that classroom were at risk, and the gunman was in fact still an active shooter . . .",active shooter,pos,125-139
WSJ_0005,WSJ,shooter,"""Obviously, based upon the information we have, children in that classroom were at risk, and the gunman was in fact still an active shooter . . .",the gunman,pos,93-103
WSJ_0005,WSJ,shooter,"""Obviously, based upon the information we have, children in that classroom were at risk, and the gunman was in fact still an active shooter . . .",an active shooter,pos,122-139
WSJ_0006,WSJ,shooter,"Police who responded to the mass shooting at an Uvalde, Texas, elementary school waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk, the director of the Texas Department of Public Safety said.",to enter classroom,dep,103-125
WSJ_0006,WSJ,shooter,"Police who responded to the mass shooting at an Uvalde, Texas, elementary school waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk, the director of the Texas Department of Public Safety said.",had locked,dep,143-153
WSJ_0006,WSJ,shooter,"Police who responded to the mass shooting at an Uvalde, Texas, elementary school waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk, the director of the Texas Department of Public Safety said.",the mass shooting,pos,24-41
WSJ_0006,WSJ,shooter,"Police who responded to the mass shooting at an Uvalde, Texas, elementary school waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk, the director of the Texas Department of Public Safety said.",the gunman,pos,132-142
